candidate_id,onnx_node,hop_direction,hop_distance,neighbor_node,neighbor_op_type,neighbor_inputs,neighbor_outputs,shape,semantic_role,evidence
P6A_004,/MatMul_3,upstream,2,/MatMul_3,MatMul,/Cast_14_output_0;/Reshape_14_output_0,/MatMul_3_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_14_output_0,/Reshape_14_output_0"
P6A_004,/MatMul_3,upstream,3,/MatMul_3,MatMul,/Cast_14_output_0;/Reshape_14_output_0,/MatMul_3_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_14_output_0,/Reshape_14_output_0"
P6A_005,/MatMul_4,upstream,1,/MatMul_4,MatMul,/Add_8_output_0;/Transpose_13_output_0,/MatMul_4_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_8_output_0,/Transpose_13_output_0"
P6A_005,/MatMul_4,upstream,2,/MatMul_4,MatMul,/Add_8_output_0;/Transpose_13_output_0,/MatMul_4_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_8_output_0,/Transpose_13_output_0"
P6A_005,/MatMul_4,upstream,3,/MatMul_4,MatMul,/Add_8_output_0;/Transpose_13_output_0,/MatMul_4_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_8_output_0,/Transpose_13_output_0"
P6A_006,/MatMul_5,upstream,1,/MatMul_5,MatMul,/Cast_20_output_0;/Reshape_22_output_0,/MatMul_5_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_20_output_0,/Reshape_22_output_0"
P6A_006,/MatMul_5,upstream,2,/MatMul_5,MatMul,/Cast_20_output_0;/Reshape_22_output_0,/MatMul_5_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_20_output_0,/Reshape_22_output_0"
P6A_006,/MatMul_5,upstream,3,/MatMul_5,MatMul,/Cast_20_output_0;/Reshape_22_output_0,/MatMul_5_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_20_output_0,/Reshape_22_output_0"
P6A_007,/MatMul_6,upstream,1,/MatMul_6,MatMul,/Add_12_output_0;/Transpose_18_output_0,/MatMul_6_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_12_output_0,/Transpose_18_output_0"
P6A_007,/MatMul_6,upstream,2,/MatMul_6,MatMul,/Add_12_output_0;/Transpose_18_output_0,/MatMul_6_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_12_output_0,/Transpose_18_output_0"
P6A_007,/MatMul_6,upstream,3,/MatMul_6,MatMul,/Add_12_output_0;/Transpose_18_output_0,/MatMul_6_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_12_output_0,/Transpose_18_output_0"
P6A_008,/MatMul_7,upstream,1,/MatMul_7,MatMul,/Cast_26_output_0;/Reshape_30_output_0,/MatMul_7_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_26_output_0,/Reshape_30_output_0"
P6A_008,/MatMul_7,upstream,2,/MatMul_7,MatMul,/Cast_26_output_0;/Reshape_30_output_0,/MatMul_7_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_26_output_0,/Reshape_30_output_0"
P6A_008,/MatMul_7,upstream,3,/MatMul_7,MatMul,/Cast_26_output_0;/Reshape_30_output_0,/MatMul_7_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_26_output_0,/Reshape_30_output_0"
P6A_009,/MatMul_8,upstream,1,/MatMul_8,MatMul,/Add_16_output_0;/Transpose_23_output_0,/MatMul_8_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_16_output_0,/Transpose_23_output_0"
P6A_009,/MatMul_8,upstream,2,/MatMul_8,MatMul,/Add_16_output_0;/Transpose_23_output_0,/MatMul_8_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_16_output_0,/Transpose_23_output_0"
P6A_009,/MatMul_8,upstream,3,/MatMul_8,MatMul,/Add_16_output_0;/Transpose_23_output_0,/MatMul_8_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_16_output_0,/Transpose_23_output_0"
P6A_010,/MatMul_9,upstream,1,/MatMul_9,MatMul,/Cast_32_output_0;/Reshape_38_output_0,/MatMul_9_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_32_output_0,/Reshape_38_output_0"
P6A_010,/MatMul_9,upstream,2,/MatMul_9,MatMul,/Cast_32_output_0;/Reshape_38_output_0,/MatMul_9_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_32_output_0,/Reshape_38_output_0"
P6A_010,/MatMul_9,upstream,3,/MatMul_9,MatMul,/Cast_32_output_0;/Reshape_38_output_0,/MatMul_9_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_32_output_0,/Reshape_38_output_0"
P6A_011,/MatMul_10,upstream,1,/MatMul_10,MatMul,/Add_20_output_0;/Transpose_28_output_0,/MatMul_10_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_20_output_0,/Transpose_28_output_0"
P6A_011,/MatMul_10,upstream,2,/MatMul_10,MatMul,/Add_20_output_0;/Transpose_28_output_0,/MatMul_10_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_20_output_0,/Transpose_28_output_0"
P6A_011,/MatMul_10,upstream,3,/MatMul_10,MatMul,/Add_20_output_0;/Transpose_28_output_0,/MatMul_10_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_20_output_0,/Transpose_28_output_0"
P6A_012,/MatMul_11,upstream,1,/MatMul_11,MatMul,/Cast_38_output_0;/Reshape_46_output_0,/MatMul_11_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_38_output_0,/Reshape_46_output_0"
P6A_012,/MatMul_11,upstream,2,/MatMul_11,MatMul,/Cast_38_output_0;/Reshape_46_output_0,/MatMul_11_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_38_output_0,/Reshape_46_output_0"
P6A_012,/MatMul_11,upstream,3,/MatMul_11,MatMul,/Cast_38_output_0;/Reshape_46_output_0,/MatMul_11_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_38_output_0,/Reshape_46_output_0"
P6A_013,/MatMul_12,upstream,1,/MatMul_12,MatMul,/Add_24_output_0;/Transpose_33_output_0,/MatMul_12_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_24_output_0,/Transpose_33_output_0"
P6A_013,/MatMul_12,upstream,2,/MatMul_12,MatMul,/Add_24_output_0;/Transpose_33_output_0,/MatMul_12_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_24_output_0,/Transpose_33_output_0"
P6A_013,/MatMul_12,upstream,3,/MatMul_12,MatMul,/Add_24_output_0;/Transpose_33_output_0,/MatMul_12_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_24_output_0,/Transpose_33_output_0"
P6A_014,/MatMul_13,upstream,1,/MatMul_13,MatMul,/Cast_44_output_0;/Reshape_54_output_0,/MatMul_13_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_44_output_0,/Reshape_54_output_0"
P6A_014,/MatMul_13,upstream,2,/MatMul_13,MatMul,/Cast_44_output_0;/Reshape_54_output_0,/MatMul_13_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_44_output_0,/Reshape_54_output_0"
P6A_014,/MatMul_13,upstream,3,/MatMul_13,MatMul,/Cast_44_output_0;/Reshape_54_output_0,/MatMul_13_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_44_output_0,/Reshape_54_output_0"
P6A_015,/MatMul_14,upstream,1,/MatMul_14,MatMul,/Add_28_output_0;/Transpose_38_output_0,/MatMul_14_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_28_output_0,/Transpose_38_output_0"
P6A_015,/MatMul_14,upstream,2,/MatMul_14,MatMul,/Add_28_output_0;/Transpose_38_output_0,/MatMul_14_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_28_output_0,/Transpose_38_output_0"
P6A_015,/MatMul_14,upstream,3,/MatMul_14,MatMul,/Add_28_output_0;/Transpose_38_output_0,/MatMul_14_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_28_output_0,/Transpose_38_output_0"
P6A_016,/MatMul_15,upstream,1,/MatMul_15,MatMul,/Cast_50_output_0;/Reshape_62_output_0,/MatMul_15_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_50_output_0,/Reshape_62_output_0"
P6A_016,/MatMul_15,upstream,2,/MatMul_15,MatMul,/Cast_50_output_0;/Reshape_62_output_0,/MatMul_15_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_50_output_0,/Reshape_62_output_0"
P6A_016,/MatMul_15,upstream,3,/MatMul_15,MatMul,/Cast_50_output_0;/Reshape_62_output_0,/MatMul_15_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_50_output_0,/Reshape_62_output_0"
P6A_017,/MatMul_16,upstream,1,/MatMul_16,MatMul,/Add_32_output_0;/Transpose_43_output_0,/MatMul_16_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_32_output_0,/Transpose_43_output_0"
P6A_017,/MatMul_16,upstream,2,/MatMul_16,MatMul,/Add_32_output_0;/Transpose_43_output_0,/MatMul_16_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_32_output_0,/Transpose_43_output_0"
P6A_017,/MatMul_16,upstream,3,/MatMul_16,MatMul,/Add_32_output_0;/Transpose_43_output_0,/MatMul_16_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_32_output_0,/Transpose_43_output_0"
P6A_018,/MatMul_17,upstream,1,/MatMul_17,MatMul,/Cast_56_output_0;/Reshape_70_output_0,/MatMul_17_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_56_output_0,/Reshape_70_output_0"
P6A_018,/MatMul_17,upstream,2,/MatMul_17,MatMul,/Cast_56_output_0;/Reshape_70_output_0,/MatMul_17_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_56_output_0,/Reshape_70_output_0"
P6A_018,/MatMul_17,upstream,3,/MatMul_17,MatMul,/Cast_56_output_0;/Reshape_70_output_0,/MatMul_17_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_56_output_0,/Reshape_70_output_0"
P6A_019,/MatMul_18,upstream,1,/MatMul_18,MatMul,/Add_36_output_0;/Transpose_48_output_0,/MatMul_18_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_36_output_0,/Transpose_48_output_0"
P6A_019,/MatMul_18,upstream,2,/MatMul_18,MatMul,/Add_36_output_0;/Transpose_48_output_0,/MatMul_18_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_36_output_0,/Transpose_48_output_0"
P6A_019,/MatMul_18,upstream,3,/MatMul_18,MatMul,/Add_36_output_0;/Transpose_48_output_0,/MatMul_18_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_36_output_0,/Transpose_48_output_0"
P6A_020,/MatMul_19,upstream,1,/MatMul_19,MatMul,/Cast_62_output_0;/Reshape_78_output_0,/MatMul_19_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_62_output_0,/Reshape_78_output_0"
P6A_020,/MatMul_19,upstream,2,/MatMul_19,MatMul,/Cast_62_output_0;/Reshape_78_output_0,/MatMul_19_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_62_output_0,/Reshape_78_output_0"
P6A_020,/MatMul_19,upstream,3,/MatMul_19,MatMul,/Cast_62_output_0;/Reshape_78_output_0,/MatMul_19_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_62_output_0,/Reshape_78_output_0"
P6A_021,/MatMul_20,upstream,1,/MatMul_20,MatMul,/Add_40_output_0;/Transpose_53_output_0,/MatMul_20_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_40_output_0,/Transpose_53_output_0"
P6A_021,/MatMul_20,upstream,2,/MatMul_20,MatMul,/Add_40_output_0;/Transpose_53_output_0,/MatMul_20_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_40_output_0,/Transpose_53_output_0"
P6A_021,/MatMul_20,upstream,3,/MatMul_20,MatMul,/Add_40_output_0;/Transpose_53_output_0,/MatMul_20_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_40_output_0,/Transpose_53_output_0"
P6A_022,/MatMul_21,upstream,1,/MatMul_21,MatMul,/Cast_68_output_0;/Reshape_86_output_0,/MatMul_21_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_68_output_0,/Reshape_86_output_0"
P6A_022,/MatMul_21,upstream,2,/MatMul_21,MatMul,/Cast_68_output_0;/Reshape_86_output_0,/MatMul_21_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_68_output_0,/Reshape_86_output_0"
P6A_022,/MatMul_21,upstream,3,/MatMul_21,MatMul,/Cast_68_output_0;/Reshape_86_output_0,/MatMul_21_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_68_output_0,/Reshape_86_output_0"
P6A_023,/MatMul_22,upstream,1,/MatMul_22,MatMul,/Add_44_output_0;/Transpose_58_output_0,/MatMul_22_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_44_output_0,/Transpose_58_output_0"
P6A_023,/MatMul_22,upstream,2,/MatMul_22,MatMul,/Add_44_output_0;/Transpose_58_output_0,/MatMul_22_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_44_output_0,/Transpose_58_output_0"
P6A_023,/MatMul_22,upstream,3,/MatMul_22,MatMul,/Add_44_output_0;/Transpose_58_output_0,/MatMul_22_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_44_output_0,/Transpose_58_output_0"
P6A_024,/MatMul_23,upstream,1,/MatMul_23,MatMul,/Cast_74_output_0;/Reshape_94_output_0,/MatMul_23_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_74_output_0,/Reshape_94_output_0"
P6A_024,/MatMul_23,upstream,2,/MatMul_23,MatMul,/Cast_74_output_0;/Reshape_94_output_0,/MatMul_23_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_74_output_0,/Reshape_94_output_0"
P6A_024,/MatMul_23,upstream,3,/MatMul_23,MatMul,/Cast_74_output_0;/Reshape_94_output_0,/MatMul_23_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_74_output_0,/Reshape_94_output_0"
P6A_025,/MatMul_24,upstream,1,/MatMul_24,MatMul,/Add_48_output_0;/Transpose_63_output_0,/MatMul_24_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_48_output_0,/Transpose_63_output_0"
P6A_025,/MatMul_24,upstream,2,/MatMul_24,MatMul,/Add_48_output_0;/Transpose_63_output_0,/MatMul_24_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_48_output_0,/Transpose_63_output_0"
P6A_025,/MatMul_24,upstream,3,/MatMul_24,MatMul,/Add_48_output_0;/Transpose_63_output_0,/MatMul_24_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_48_output_0,/Transpose_63_output_0"
P6A_026,/MatMul_25,upstream,1,/MatMul_25,MatMul,/Cast_80_output_0;/Reshape_102_output_0,/MatMul_25_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_80_output_0,/Reshape_102_output_0"
P6A_026,/MatMul_25,upstream,2,/MatMul_25,MatMul,/Cast_80_output_0;/Reshape_102_output_0,/MatMul_25_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_80_output_0,/Reshape_102_output_0"
P6A_026,/MatMul_25,upstream,3,/MatMul_25,MatMul,/Cast_80_output_0;/Reshape_102_output_0,/MatMul_25_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_80_output_0,/Reshape_102_output_0"
P6A_027,/MatMul_26,upstream,1,/MatMul_26,MatMul,/Add_52_output_0;/Transpose_68_output_0,/MatMul_26_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_52_output_0,/Transpose_68_output_0"
P6A_027,/MatMul_26,upstream,2,/MatMul_26,MatMul,/Add_52_output_0;/Transpose_68_output_0,/MatMul_26_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_52_output_0,/Transpose_68_output_0"
P6A_027,/MatMul_26,upstream,3,/MatMul_26,MatMul,/Add_52_output_0;/Transpose_68_output_0,/MatMul_26_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_52_output_0,/Transpose_68_output_0"
P6A_028,/MatMul_27,upstream,1,/MatMul_27,MatMul,/Cast_86_output_0;/Reshape_110_output_0,/MatMul_27_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_86_output_0,/Reshape_110_output_0"
P6A_028,/MatMul_27,upstream,2,/MatMul_27,MatMul,/Cast_86_output_0;/Reshape_110_output_0,/MatMul_27_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_86_output_0,/Reshape_110_output_0"
P6A_028,/MatMul_27,upstream,3,/MatMul_27,MatMul,/Cast_86_output_0;/Reshape_110_output_0,/MatMul_27_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_86_output_0,/Reshape_110_output_0"
P6A_029,/MatMul_28,upstream,1,/MatMul_28,MatMul,/Add_56_output_0;/Transpose_73_output_0,/MatMul_28_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_56_output_0,/Transpose_73_output_0"
P6A_029,/MatMul_28,upstream,2,/MatMul_28,MatMul,/Add_56_output_0;/Transpose_73_output_0,/MatMul_28_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_56_output_0,/Transpose_73_output_0"
P6A_029,/MatMul_28,upstream,3,/MatMul_28,MatMul,/Add_56_output_0;/Transpose_73_output_0,/MatMul_28_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_56_output_0,/Transpose_73_output_0"
P6A_030,/MatMul_29,upstream,1,/MatMul_29,MatMul,/Cast_92_output_0;/Reshape_118_output_0,/MatMul_29_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_92_output_0,/Reshape_118_output_0"
P6A_030,/MatMul_29,upstream,2,/MatMul_29,MatMul,/Cast_92_output_0;/Reshape_118_output_0,/MatMul_29_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_92_output_0,/Reshape_118_output_0"
P6A_030,/MatMul_29,upstream,3,/MatMul_29,MatMul,/Cast_92_output_0;/Reshape_118_output_0,/MatMul_29_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_92_output_0,/Reshape_118_output_0"
P6A_031,/MatMul_30,upstream,1,/MatMul_30,MatMul,/Add_60_output_0;/Transpose_78_output_0,/MatMul_30_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_60_output_0,/Transpose_78_output_0"
P6A_031,/MatMul_30,upstream,2,/MatMul_30,MatMul,/Add_60_output_0;/Transpose_78_output_0,/MatMul_30_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_60_output_0,/Transpose_78_output_0"
P6A_031,/MatMul_30,upstream,3,/MatMul_30,MatMul,/Add_60_output_0;/Transpose_78_output_0,/MatMul_30_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_60_output_0,/Transpose_78_output_0"
P6A_032,/MatMul_31,upstream,1,/MatMul_31,MatMul,/Cast_98_output_0;/Reshape_126_output_0,/MatMul_31_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_98_output_0,/Reshape_126_output_0"
P6A_032,/MatMul_31,upstream,2,/MatMul_31,MatMul,/Cast_98_output_0;/Reshape_126_output_0,/MatMul_31_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_98_output_0,/Reshape_126_output_0"
P6A_032,/MatMul_31,upstream,3,/MatMul_31,MatMul,/Cast_98_output_0;/Reshape_126_output_0,/MatMul_31_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_98_output_0,/Reshape_126_output_0"
P6A_033,/MatMul_32,upstream,1,/MatMul_32,MatMul,/Add_64_output_0;/Transpose_83_output_0,/MatMul_32_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_64_output_0,/Transpose_83_output_0"
P6A_033,/MatMul_32,upstream,2,/MatMul_32,MatMul,/Add_64_output_0;/Transpose_83_output_0,/MatMul_32_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_64_output_0,/Transpose_83_output_0"
P6A_033,/MatMul_32,upstream,3,/MatMul_32,MatMul,/Add_64_output_0;/Transpose_83_output_0,/MatMul_32_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Add_64_output_0,/Transpose_83_output_0"
P6A_034,/MatMul_33,upstream,1,/MatMul_33,MatMul,/Cast_104_output_0;/Reshape_134_output_0,/MatMul_33_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_104_output_0,/Reshape_134_output_0"
P6A_034,/MatMul_33,upstream,2,/MatMul_33,MatMul,/Cast_104_output_0;/Reshape_134_output_0,/MatMul_33_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_104_output_0,/Reshape_134_output_0"
P6A_034,/MatMul_33,upstream,3,/MatMul_33,MatMul,/Cast_104_output_0;/Reshape_134_output_0,/MatMul_33_output_0,UNKNOWN,UNKNOWN,"ONNX_NODE_INVENTORY_TENSOR_EDGE via /Cast_104_output_0,/Reshape_134_output_0"
