layer_id,layer_name,trt_layer_type,tactic,precision,candidate_onnx_node,candidate_operator,confidence,evidence
10,__mye676850_myl0_10,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
11,__myl_FcCas_myl0_11,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/q_proj/MatMul;/q_proj/MatMul__a_dequant;/q_proj/MatMul__a_quant;/q_proj/MatMul__w_dequant,L0:q_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
12,__myl_ResMulMea_myl0_12,kgen,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656,inputs=Half|outputs=Half;Half,/Reshape;/q_norm/Pow;/q_norm/ReduceMean,L0:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
13,__mye676852_myl0_13,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
14,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulResSliSliNegConMulMulAddConResRepResTraEtc_myl0_14,kgen,__myl_CasResMulConSinResCosResAddSqrAddSqrDivMulDivMulMulResSliSliNegConMulMulAddConResRepResTraEtc_0x3beb58e4cd3dae3f69eebdbcbcc43980,inputs=Int64;Half;Half;Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half;Half;Half;Half,/k_norm/Div;/q_norm/Div;/k_norm/Mul;/k_norm/Mul_1;/Transpose_1;/Slice_2;/Slice_3;/Concat_5;/Mul_4;/Add_1;/Mul_3;/Unsqueeze_13;/Reshape_4;/Transpose_3;/Expand;/Concat_6;/Neg_1;/q_norm/Mul;/q_norm/Mul_1;/Transpose;/Slice;/Slice_1;/Concat_4;/Mul_2;/Add;/Mul_1;/Neg;/Sin;/Unsqueeze_8;/Cos;/Unsqueeze_7;/Concat_3;/Mul;/q_norm/Sqrt;/q_norm/Add;/k_norm/Sqrt;/k_norm/Add;/Unsqueeze_6;/Cast,L0:k_norm;L0:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
15,/MatMul_myl0_15,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
16,__myl_MulMaxSubExpSumDivMul_myl0_16,kgen,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f,inputs=Half;Int64;Int64|outputs=Half,/Mul_7;/Softmax,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
17,__mye676856_myl0_17,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
18,/MatMul_1_myl0_18,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_1,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
19,__myl_MulMinMaxRouCas_myl0_19,kgen,__myl_MulMinMaxRouCas_0xa49a3c4e66279a6886312b656336d70d,inputs=Half|outputs=Int8,/o_proj/MatMul__a_quant,L0:o_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
20,__myl_FcCasAdd_myl0_20,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Half;Int8;Int8|outputs=Half,/o_proj/MatMul;/o_proj/MatMul__a_dequant;/o_proj/MatMul__a_quant;/o_proj/MatMul__w_dequant;/Add_2,L0:o_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
21,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_21,kgen,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x028e232ad04f9dc415033ab5492ba131,inputs=Half;Half;Half;Half|outputs=Int8;Half,/post_attention_layernorm/Pow;/post_attention_layernorm/ReduceMean;/post_attention_layernorm/Add;/post_attention_layernorm/Div;/post_attention_layernorm/Sqrt;/post_attention_layernorm/Mul;/post_attention_layernorm/Mul_1;/gate_proj/MatMul__a_quant,L0:post_attention_layernorm;L0:gate_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
22,/up_proj/MatMul_myl0_22,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,inputs=Half;Half;Float;Float|outputs=Half,/up_proj/MatMul,L0:up_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
23,__myl_FcCasNegExpAddDivMulMul_myl0_23,fusion,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Half;Int8;Int8|outputs=Half,/gate_proj/MatMul;/gate_proj/MatMul__a_dequant;/gate_proj/MatMul__a_quant;/gate_proj/MatMul__w_dequant;/Mul_8;/Mul_9;/Sigmoid,L0:gate_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
24,__myl_FcAdd_myl0_24,fusion,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,inputs=Half;Half;Half|outputs=Half,/down_proj/MatMul;/Add_3,L0:down_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
25,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_myl0_25,kgen,__myl_MulMeaAddSqrDivMulDivMinMaxRouCasDivMinMaxRouCasDivMinMaxRouCas_0x9f2c300bb597625319cadec4728f9bc5,inputs=Half;Half;Half;Half;Half;Half|outputs=Int8;Int8;Int8,/q_proj_1/MatMul__a_quant;/k_proj_1/MatMul__a_quant;/v_proj_1/MatMul__a_quant;/input_layernorm_1/Mul;/input_layernorm_1/Sqrt;/input_layernorm_1/Div;/input_layernorm_1/Add;/input_layernorm_1/ReduceMean;/input_layernorm_1/Pow,L1:q_proj;L1:k_proj;L1:v_proj;L1:input_layernorm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
26,__mye676858_myl0_26,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
27,__mye676860_myl0_27,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
28,__myl_FcCas_myl0_28,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/v_proj_1/MatMul;/v_proj_1/MatMul__a_dequant;/v_proj_1/MatMul__a_quant;/v_proj_1/MatMul__w_dequant,L1:v_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
29,__mye676862_myl0_29,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
30,__mye676864_myl0_30,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
31,__myl_ResConResRep_myl0_31,kgen,__myl_ResConResRep_0x9d40828c020eb6bb972be950c35191c1,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/Reshape_10;/Transpose_7;/Unsqueeze_40;/Expand_3;/Concat_19,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
32,__mye676876_myl0_32,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
33,__mye676866_myl0_33,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
34,__myl_FcCas_myl0_34,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/k_proj_1/MatMul;/k_proj_1/MatMul__a_dequant;/k_proj_1/MatMul__a_quant;/k_proj_1/MatMul__w_dequant,L1:k_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
35,__mye676868_myl0_35,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
36,__mye676870_myl0_36,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
37,__myl_ResMulMea_myl0_37,kgen,__myl_ResMulMea_0x3c91498c3beee36a5653966af1581a8a,inputs=Half|outputs=Half;Half,/Reshape_9;/k_norm_1/Pow;/k_norm_1/ReduceMean,L1:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
38,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_38,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/k_norm_1/Add;/k_norm_1/Sqrt;/k_norm_1/Mul;/k_norm_1/Mul_1;/Transpose_6;/Slice_6;/Slice_7;/Concat_17;/Mul_13;/Add_5;/Mul_12;/Unsqueeze_35;/Reshape_12;/Transpose_8;/Expand_2;/Concat_18;/Neg_3;/k_norm_1/Div,L1:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
39,__mye676872_myl0_39,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
40,__myl_FcCas_myl0_40,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Int8;Int8|outputs=Half,/q_proj_1/MatMul;/q_proj_1/MatMul__a_dequant;/q_proj_1/MatMul__a_quant;/q_proj_1/MatMul__w_dequant,L1:q_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
41,__myl_ResMulMea_myl0_41,kgen,__myl_ResMulMea_0xf2413012cd9ac6341b95d78f3432c656,inputs=Half|outputs=Half;Half,/Reshape_8;/q_norm_1/Pow;/q_norm_1/ReduceMean,L1:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
42,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_42,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4,inputs=Half;Half;Half;Half;Half|outputs=Half,/q_norm_1/Add;/q_norm_1/Sqrt;/q_norm_1/Mul;/q_norm_1/Mul_1;/Transpose_5;/Slice_4;/Slice_5;/Concat_16;/Mul_11;/Add_4;/Mul_10;/Neg_2;/q_norm_1/Div,L1:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
43,__mye676874_myl0_43,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
44,/MatMul_2_myl0_44,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_2,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
45,__myl_MulMaxSubExpSumDivMul_myl0_45,kgen,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f,inputs=Half;Int64;Int64|outputs=Half,/Mul_16;/Softmax_1,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
46,__mye676878_myl0_46,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
47,/MatMul_3_myl0_47,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_3,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
48,__myl_MulMinMaxRouCas_myl0_48,kgen,__myl_MulMinMaxRouCas_0xf131f88ee6d7693232e76c9290134799,inputs=Half|outputs=Int8,/o_proj_1/MatMul__a_quant,L1:o_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
49,__myl_FcCasAdd_myl0_49,fusion,sm80_xmma_gemm_i8f32_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Half;Int8;Int8|outputs=Half,/o_proj_1/MatMul;/o_proj_1/MatMul__a_dequant;/o_proj_1/MatMul__a_quant;/o_proj_1/MatMul__w_dequant;/Add_6,L1:o_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
50,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_myl0_50,kgen,__myl_MulMeaAddSqrDivMulMulMulMinMaxRouCas_0x5bd2afd5a5411fb85888be6c8200be17,inputs=Half;Half;Half;Half|outputs=Int8;Half,/post_attention_layernorm_1/Pow;/post_attention_layernorm_1/ReduceMean;/post_attention_layernorm_1/Add;/post_attention_layernorm_1/Div;/post_attention_layernorm_1/Sqrt;/post_attention_layernorm_1/Mul;/post_attention_layernorm_1/Mul_1;/gate_proj_1/MatMul__a_quant,L1:post_attention_layernorm;L1:gate_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
51,/up_proj_1/MatMul_myl0_51,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,inputs=Half;Half;Float;Float|outputs=Half,/up_proj_1/MatMul,L1:up_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
52,__myl_FcCasNegExpAddDivMulMul_myl0_52,fusion,sm80_xmma_gemm_i8i8_i8i32_f32_tn_n_tilesize32x64x64_stage6_warpsize2x2x1_tensor16x8x32_by_fusion_tactic,inputs=Half;Int8;Int8|outputs=Half,/gate_proj_1/MatMul;/gate_proj_1/MatMul__a_dequant;/gate_proj_1/MatMul__a_quant;/gate_proj_1/MatMul__w_dequant;/Mul_17;/Mul_18;/Sigmoid_1,L1:gate_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
53,__myl_FcAdd_myl0_53,fusion,sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_by_fusion_tactic,inputs=Half;Half;Half|outputs=Half,/down_proj_1/MatMul;/Add_7,L1:down_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
54,__myl_MulMeaAddSqrDivMulMul_myl0_54,kgen,__myl_MulMeaAddSqrDivMulMul_0x8548fa9a57c713be1fdaa27c95458b99,inputs=Half;Half;Half;Half|outputs=Half,/input_layernorm_2/Pow;/input_layernorm_2/ReduceMean;/input_layernorm_2/Add;/input_layernorm_2/Div;/input_layernorm_2/Sqrt;/input_layernorm_2/Mul_1;/input_layernorm_2/Mul,L2:input_layernorm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
55,/v_proj_2/MatMul+/k_proj_2/MatMul+/q_proj_2/MatMul_myl0_55,gemm,sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16,inputs=Half;Half;Float;Float|outputs=Half,/v_proj_2/MatMul;/k_proj_2/MatMul;/q_proj_2/MatMul,L2:v_proj;L2:k_proj;L2:q_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
56,__mye676880_myl0_56,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
57,__mye676882_myl0_57,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
58,__myl_MovResConResRep_myl0_58,kgen,__myl_MovResConResRep_0xeb90291bbf009f8413c8500b92afa70a,inputs=Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/Reshape_18;/Transpose_12;/Unsqueeze_62;/Expand_5;/Concat_31,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
59,__mye676890_myl0_59,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
60,__myl_MovResMulMea_myl0_60,kgen,__myl_MovResMulMea_0x8729692710be644f17c7f997918851be,inputs=Half|outputs=Half;Half,/Reshape_17;/k_norm_2/ReduceMean;/k_norm_2/Pow,L2:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
61,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_myl0_61,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAddConResRepResTra_0x5aea462b6a819ceadd3ebb32874c078f,inputs=Half;Half;Half;Half;Half;Half;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64;Int64|outputs=Half;Half,/k_norm_2/Add;/k_norm_2/Sqrt;/k_norm_2/Mul;/k_norm_2/Mul_1;/Transpose_11;/Slice_10;/Slice_11;/Concat_29;/Mul_22;/Add_9;/Mul_21;/Unsqueeze_57;/Reshape_20;/Transpose_13;/Expand_4;/Concat_30;/Neg_5;/k_norm_2/Div,L2:k_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
62,__mye676884_myl0_62,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
63,__myl_MovResMulMea_myl0_63,kgen,__myl_MovResMulMea_0x61ec5b9962acde3fddf5628b2e6fd459,inputs=Half|outputs=Half;Half,/Reshape_16;/q_norm_2/ReduceMean;/q_norm_2/Pow,L2:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
64,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_myl0_64,kgen,__myl_AddSqrDivMulMulResSliSliNegConMulMulAdd_0xf1ba08cc3beaba8ee91b0504be9c2cf4,inputs=Half;Half;Half;Half;Half|outputs=Half,/q_norm_2/Add;/q_norm_2/Sqrt;/q_norm_2/Mul;/q_norm_2/Mul_1;/Transpose_10;/Slice_8;/Slice_9;/Concat_28;/Mul_20;/Add_8;/Mul_19;/Neg_4;/q_norm_2/Div,L2:q_norm,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
65,__mye676886_myl0_65,signal,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
66,__mye676888_myl0_66,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
67,/MatMul_4_myl0_67,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize32x32x64_stage6_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_4,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
68,__myl_MulMaxSubExpSumDivMul_myl0_68,kgen,__myl_MulMaxSubExpSumDivMul_0x1108f5a078d6e65507c06537b9b2e43f,inputs=Half;Int64;Int64|outputs=Half,/Mul_25;/Softmax_2,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
69,__mye676892_myl0_69,wait,UNKNOWN,inputs=NONE|outputs=NONE,UNKNOWN,UNKNOWN,UNKNOWN,NO_METADATA
70,/MatMul_5_myl0_70,gemm,sm80_xmma_gemm_f16f16_f16f32_f32_nn_n_tilesize64x128x32_stage5_warpsize2x2x1_tensor16x8x16_aligna2_alignc2,inputs=Half;Half;Float;Float|outputs=Half,/MatMul_5,UNKNOWN,MEDIUM,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + OPERATOR_NAME_NOT_RECOGNIZED
71,__myl_MulMinMaxRouCas_myl0_71,kgen,__myl_MulMinMaxRouCas_0x2bde768f3e1a80e37132bb2f4be64789,inputs=Half|outputs=Int8,/o_proj_2/MatMul__a_quant,L2:o_proj,HIGH,ENGINE_INSPECTOR_METADATA + ONNX_GRAPH_NODE_MATCH + RECOGNIZED_QWEN3_OPERATOR_NAME
